place_title,reviewer,stars,text,language,published_at
Durbar Bangla,Md. Shaheen Hossain,5,"Khulna University of Engineering & Technology (KUET) celebrated it’s 10th Founding Anniversary on Sunday, September 01, 2013. Education Minister Nurul Islam Nahid, MP, has claimed the advancement of Information and Communication Technology in the country has brought out positive changes in the fields of knowledge and job. He urged the science and technology-based universities to play a supportive role alongside the government’s endeavours in building digital Bangladesh. The minister called upon the students to take challenges and opportunities of the 21st century to build themselves as worthy citizens in the future. Nahid further said, “We will build such a new generation, which will be competent in science and technology, imbued with ethical values and patriotism, and responsible to people”. Education Minister Nurul Islam Nahid gave the call as chief guest of opening season of the 10th founding anniversary of KUET. KUET vice-chancellor Prof Dr Muhammed Alamgir presided over the opening season. VC Prof Alamgir in his speech hoped the university would emerge as the best institution of learning and researches.Dean of Mechanical Engineering Faculty Prof. Dr. A.N.M. Mizanur Rahman also speech in the opening season.",en,2023-09-12T04:00:27.894Z
Durbar Bangla,Ektiar Mahamud,5,অসাধারণ শিল্প কর্ম,bn,2023-08-25T12:47:56.108Z
Durbar Bangla,Md. Al-Amin Mondal Kiron,5,Better,en,2023-08-04T10:36:16.736Z
Durbar Bangla,Mazharul haque Tumul,4,Very creative sculpture,en,2023-06-23T16:34:54.122Z
Durbar Bangla,Nazmul Rahat,5,"It is a wonderful piece of architecture in Khulna University of Engineering and Technology. It is inspired from our great Liberation War of 1971.
""Durbar Bangla"" means Relentless Bengal.",en,2023-06-19T18:40:34.549Z
Durbar Bangla,Md. Shazidul Haque,5,Nice,en,2023-05-28T06:31:31.637Z
Durbar Bangla,Naime Shakh,5,অনেক সুন্দর,bn,2023-05-03T04:12:51.811Z
Durbar Bangla,Yeash Rahman,4,,,2022-11-23T12:20:45.828Z
Shalua River,Sagor Abrar,5,বাজার এবং ব্রিজ। মনোমুগ্ধকর পরিবেশ,bn,2025-10-04T05:39:55.714Z
Shalua River,Hossain Drug House H.D.H,3,,,2025-02-01T15:44:18.151Z
Shalua River,khalid tamal,4,,,2024-07-10T04:39:29.897Z
Shalua River,Engr.Sohidul Islam (Sojib),5,Very Good,en,2023-11-03T16:26:13.253Z
Shalua River,Soumittro Biswas,4,Nice river,en,2023-10-21T12:27:27.960Z
Shalua River,GᴀMɪNɢ WɪTʜ シTᴀMɪᴍ,1,Gg,en,2023-09-26T08:09:15.843Z
Shalua River,J.B. Moonna,3,,,2023-09-11T16:04:16.529Z
Shalua River,Anchal Sayea (Anchal Sayea),5,,,2023-08-28T19:24:10.235Z
Shalua River,Mohammed Yeasin,2,A river.,en,2023-08-24T11:02:34.890Z
Shalua River,Arpan 25,5,,,2023-05-15T10:40:14.639Z
Shalua River,Bmjahid Hasan,5,,,2023-05-14T08:51:09.242Z
Shalua River,Shuvojit Biswas,4,Nice place 😊.,en,2023-03-30T18:43:52.333Z
Shalua River,Miran Hossain,5,,,2023-03-20T09:19:17.931Z
Shalua River,Tapan Kumar Sarker,5,,,2023-01-27T16:08:22.660Z
Shalua River,Md Tanvir Ahmad Prince,4,,,2022-12-19T17:16:12.110Z
Shalua River,Shahinur Rahman,5,,,2022-11-03T16:34:42.246Z
Shalua River,Nur Islam,5,,,2022-08-17T09:49:16.506Z
Shalua River,K H Emon,5,,,2022-05-11T09:34:06.840Z
Shalua River,MB Maruf,5,,,2022-04-30T15:05:38.666Z
Shalua River,Amit Roy,5,,,2022-01-09T10:18:17.758Z
সুশীল ভলকানাইজিং,Mukta Katun,5,,,2025-12-10T06:12:27.345Z
Shaheen Art Press- Printing Press,Shaheen Art Press,5,Very nice behaviour nd good quality printing shop.,en,2023-02-02T13:34:16.367Z
Shaheen Art Press- Printing Press,Rashad Hasan,5,Good printing press in Khulna city,en,2020-03-26T18:17:38.841Z
Shaheen Art Press- Printing Press,Rashad Hasan,5,,,2019-08-18T10:30:53.458Z
Bismillah Restaurant and Tea Stall,preonti akther,5,"Very good
Very nice",en,2025-12-13T08:17:44.598Z
Bismillah Restaurant and Tea Stall,Daniel,3,,,2025-11-16T10:42:13.485Z
Bismillah Restaurant and Tea Stall,MIA BHAI,5,,,2025-10-09T13:28:00.705Z
Bismillah Restaurant and Tea Stall,Shamima Rinky,5,Service system so good,en,2025-09-07T05:56:23.081Z
Bismillah Restaurant and Tea Stall,Nur Jahan Akter,5,,,2025-09-07T05:19:12.041Z
Bismillah Restaurant and Tea Stall,Robert Workmen,5,,,2024-07-10T06:19:46.112Z
Bismillah Restaurant and Tea Stall,SR BELAYET,5,Very good,en,2024-07-08T14:02:57.902Z
Bismillah Restaurant and Tea Stall,Hiraralo,1,,,2024-05-25T23:53:39.884Z
Bismillah Restaurant and Tea Stall,Priya Boiragi,5,Verry good,en,2023-08-08T14:26:14.641Z
Bismillah Restaurant and Tea Stall,Ahir mondal,5,Very friendly,en,2023-06-06T01:10:13.141Z
Bismillah Restaurant and Tea Stall,Jahid Sheikh,5,খুব ভালো,bn,2023-05-31T07:09:18.106Z
Bismillah Restaurant and Tea Stall,Semanto Dhali,5,Nice 👍,en,2023-05-30T20:01:49.136Z
Bismillah Restaurant and Tea Stall,Mrinmoy Mondal,5,Good service.,en,2023-05-20T19:59:33.224Z
Bismillah Restaurant and Tea Stall,Md Hridoy,5,Nice,en,2023-05-16T11:39:38.252Z
Bismillah Restaurant and Tea Stall,Arnab Mallick,5,Best restaurants in Bangladesh ❤️,en,2023-05-03T02:41:52.487Z
Bismillah Restaurant and Tea Stall,MD AMIRUL ISLAM,5,Onek bhalo restaurants food quality onek bhalo and fresh ❤️❤️,bn,2023-03-30T16:00:11.211Z
Bismillah Restaurant and Tea Stall,Gazi Rasel Ahmmed,4,,,2023-03-26T22:52:13.034Z
Bismillah Restaurant and Tea Stall,David Tanmoy,1,,,2023-03-11T13:46:44.260Z
Bismillah Restaurant and Tea Stall,Emon Roy,5,Great service,en,2022-12-21T14:42:06.107Z
Bismillah Restaurant and Tea Stall,MD AKTER “মোঃ জামাল উদ্দিন” DRIVER,5,,,2022-11-27T09:23:09.083Z
khulnarkantho,Aminul Islam,5,They are doing well,en,2024-01-13T04:07:38.357Z
khulnarkantho,Utshas,5,,,2019-05-25T12:10:42.212Z
khulnarkantho,Ayesha Hafsa,5,,,2017-06-18T08:06:08.824Z
ChakrirKhoborBD,Rahamtullah Bipul,5,,,2025-07-06T16:15:55.087Z
ChakrirKhoborBD,Hi Bye,1,the recommendations aren’t good,en,2024-08-08T05:05:57.572Z
ChakrirKhoborBD,Kumarash Mondal,1,,,2024-02-27T10:13:45.467Z
ChakrirKhoborBD,Oasi billah Fahim,5,,,2024-02-06T05:48:05.394Z
ChakrirKhoborBD,Sk Pavel,5,,,2021-09-18T08:33:43.657Z
ChakrirKhoborBD,AR Rahman,1,,,2021-08-28T05:18:41.132Z
ChakrirKhoborBD,Kazi Munim,5,Good,en,2021-02-12T10:24:13.165Z
ChakrirKhoborBD,MD MOHIN UDDn akn,5,Mohin,en,2020-11-22T11:14:46.173Z
ChakrirKhoborBD,Utshas,5,,,2019-10-10T08:57:26.296Z
ChakrirKhoborBD,SNL FC,5,good,en,2019-07-23T08:06:36.190Z
ChakrirKhoborBD,jahurul haque,1,,,2019-06-23T03:59:25.245Z
ChakrirKhoborBD,Golam Habib,5,,,2018-04-30T16:29:45.004Z
Hotel Al-Jamil,sumon chakraborty,4,,,2026-01-11T16:03:06.718Z
Hotel Al-Jamil,Md. Harun -Or-Rashid,5,Very nice. Test is too good.,en,2025-12-23T09:30:32.099Z
Hotel Al-Jamil,Md Alauddin,5,,,2025-12-01T10:08:17.644Z
Hotel Al-Jamil,Shamim Ahmed,5,,,2025-11-30T03:50:13.580Z
Hotel Al-Jamil,Aru shi Roy,5,,,2025-11-24T05:42:39.473Z
Hotel Al-Jamil,M M Rahman,5,,,2025-11-04T14:50:28.596Z
Hotel Al-Jamil,Engr. Md. Kamrul Hasan Habib,5,,,2025-10-17T04:37:56.456Z
Hotel Al-Jamil,shuvo ahmed,5,,,2025-10-09T15:09:17.287Z
Hotel Al-Jamil,Panchanon Dhali,3,,,2025-09-19T05:22:31.155Z
Hotel Al-Jamil,Milton Mondal,5,,,2025-09-04T12:01:48.334Z
Hotel Al-Jamil,Safwan Ahmed Shagor,5,,,2025-07-17T03:44:05.951Z
Hotel Al-Jamil,Mhafuza Begum,5,Worth the money 🥳🎉,en,2025-07-15T03:43:54.238Z
Hotel Al-Jamil,Azruph Islam Badhon,5,Nice,en,2025-07-15T03:43:12.099Z
Hotel Al-Jamil,MD Sujon Hossain (কাব্য),5,Nice,en,2025-07-15T03:41:10.041Z
Hotel Al-Jamil,Ashraful Haque,5,,,2025-06-28T10:42:32.386Z
Hotel Al-Jamil,Apu Biswas,4,"পরিবেশটা সুন্দর, রাস্তার পাশে
খাবার গুলো অনেক সুস্বাদু। কিন্তু অনেক দেরি করে দেয়।",bn,2025-06-03T03:25:55.035Z
Hotel Al-Jamil,Roton Arafat,5,মো:  রতন আরাফাত,bn,2025-05-23T09:49:16.344Z
Hotel Al-Jamil,Dr. Nazmur Rahman Sajib,5,,,2025-05-22T15:55:30.242Z
Hotel Al-Jamil,Md Jamal Habibi,5,,,2025-05-16T12:05:34.818Z
Hotel Al-Jamil,Zihad Zaman,5,"Al Jamil is the best fish kabab in the town, no doubt!  try it and thanks me later.",en,2025-05-02T16:30:43.543Z
Aakash coffee house,মুক্তা রানি মুক্তা মুক্তা রানি,5,,,2025-08-31T21:29:40.656Z
Jagannath Veg Restaurant,Suvrodeb Kundu,5,,,2026-01-04T10:45:05.834Z
Jagannath Veg Restaurant,Bijon kumar Mondal,3,,,2025-10-29T15:49:25.290Z
Jagannath Veg Restaurant,Tusshar_kr Mallick,5,,,2025-10-25T10:43:59.225Z
Jagannath Veg Restaurant,Nur Jahan Akter,5,,,2025-09-07T05:17:49.455Z
Jagannath Veg Restaurant,Arpita Singho,1,,,2025-06-02T02:54:29.236Z
Jagannath Veg Restaurant,Himadri Saha,4,,,2025-05-31T09:32:05.962Z
Jagannath Veg Restaurant,SAJAL MONDAL,4,,,2025-05-11T14:37:40.537Z
Mitun coffee house,Md Aslam,5,Md Hamza,ar,2025-07-19T00:21:48.339Z
Mitun coffee house,Md Habibur,5,Mdhabibur,ar,2023-05-23T02:01:19.755Z
"Department Of Urban and Regional Planning, KUET",Argho Saha,5,,,2025-12-19T15:02:25.303Z
"Department Of Urban and Regional Planning, KUET",walid waccub,4,Xoss,bn,2022-08-06T16:16:49.197Z
"Department Of Urban and Regional Planning, KUET",Syed Riad Morshed,5,,,2019-10-29T07:08:57.301Z
"Department Of Urban and Regional Planning, KUET",NAHID HASAN,5,,,2018-07-18T17:12:37.897Z
"Department Of Urban and Regional Planning, KUET",oranm amjuk,3,This Dept. Has a very young start in kuet.,en,2017-10-10T05:47:47.018Z
"Department Of Urban and Regional Planning, KUET",MD Tareq Rahman Joy,5,,,2017-07-08T18:39:16.664Z
মাহিম রেস্টুরেন্টে,Rubiya sarmin Tisha,5,,,2025-10-10T22:44:39.091Z
মাহিম রেস্টুরেন্টে,Md RAJA,1,Good,en,2020-08-11T16:42:02.080Z
CAER ADDA,Priya Trofder,5,Good tea,en,2025-08-05T18:13:03.772Z
CAER ADDA,Sagor Sunny,5,All good 💯,en,2025-01-15T17:13:40.734Z
CAER ADDA,ST ENTERTAINMENT,5,Excellent behaviour.,en,2024-08-23T08:40:28.072Z
CAER ADDA,Ashim Karmokar,1,,,2024-08-03T04:54:42.560Z
CAER ADDA,Md Arosh Khan,5,,,2024-05-12T06:36:52.495Z
CAER ADDA,falgun baroi,5,,,2024-05-04T11:14:32.795Z
CAER ADDA,Lob Biswas,1,,,2024-04-23T13:03:14.955Z
CAER ADDA,ADHINDRA NATH,3,,,2024-04-22T14:57:36.332Z
CAER ADDA,proshanta dakua,5,,,2023-11-18T10:03:20.243Z
"অঞ্জন বিশ্বাস, মৎস্য অফিসার",Bisho Sarder,5,,,2026-01-04T15:59:34.874Z
CupPirich Restaurant,Vshejxbefjbxbnsbbx Jrhdbxbbsbd,5,,,2026-01-04T11:02:47.179Z
CupPirich Restaurant,Ms Khadiza,5,,,2025-12-30T04:19:05.760Z
CupPirich Restaurant,Aysha Alamin,5,,,2025-12-28T14:27:07.848Z
CupPirich Restaurant,Kazi Towfiqul Islam Jayner,5,Excellent,en,2025-12-27T11:33:33.083Z
CupPirich Restaurant,Sathi akter,5,,,2025-12-17T10:13:38.328Z
CupPirich Restaurant,Omar Ali,3,This small place resturant,en,2025-11-30T09:17:53.379Z
CupPirich Restaurant,Jonathan Barnes,5,This is the best place in Khulna for relaxed meal and excellent service. Perfect chicken.,en,2025-11-11T15:21:10.196Z
CupPirich Restaurant,Md. Hassanul Banna (Shibly),4,Famous for its excellent kebab items,en,2025-10-08T04:20:28.531Z
CupPirich Restaurant,babu mahmud,3,,,2025-10-07T23:14:40.647Z
CupPirich Restaurant,Gulsanara Happy,4,went there for iftar during ramadan and it was great.,en,2025-09-27T12:05:24.618Z
CupPirich Restaurant,Priyansu Sasmal,5,,,2025-09-25T05:41:33.063Z
CupPirich Restaurant,Sohel Shikdar,3,"I can say, foot test was average.
But there where was very good and their very friendly to the customer.",en,2025-09-11T16:32:05.503Z
CupPirich Restaurant,Shamima Rinky,5,So spicy food,en,2025-09-07T05:17:00.875Z
CupPirich Restaurant,Md Taufik Alahi,5,Good,en,2025-07-20T07:06:53.454Z
CupPirich Restaurant,Md.Golam Azam,5,,,2025-07-20T03:31:13.851Z
CupPirich Restaurant,T.M. Shamim,5,delicious,en,2025-07-20T03:31:05.278Z
CupPirich Restaurant,Shahid. Mahmud,1,ফালতু,bn,2025-07-05T05:00:50.297Z
CupPirich Restaurant,Mr Sabbir,4,calm and cool,en,2025-06-08T10:13:28.162Z
CupPirich Restaurant,Navid Jamil,2,"Tried Chicken Kashmiri
It was so so but they should provide salad with it otherwise it feels dry with luchi
And their atmosphere was worst because it was filled with smoke of kitchen and we were suffocating
Chicken kashmiri- 140৳
Luchi- 10৳
Note- We will never go there because of the atmosphere",en,2025-06-02T17:23:44.749Z
CupPirich Restaurant,Rafiqul Islam,5,,,2025-05-28T04:33:03.619Z
Teachers and Officers Residential Building,Engr.Sohidul Islam (Sojib),5,,,2025-08-13T12:17:33.606Z
12 Number Building,Abdullah Al-mamun,5,,,2021-10-06T18:11:21.731Z
জ্যোতির্ময় মালী,Tech Papa,4,Nice 👍,en,2025-07-14T16:31:55.518Z
জ্যোতির্ময় মালী,Shukdev Biswas,5,Nice,en,2023-04-13T12:53:01.347Z
জ্যোতির্ময় মালী,Shohag Mollick,1,,,2022-10-19T14:57:36.861Z
Joy Building,Joy Sarkar,5,Great place.,en,2025-03-06T15:14:07.030Z
RCC Building,Dibyendu Panday,4,,,2021-10-21T20:38:34.615Z
Department of Energy Science and Engineering,Sadid Hossen,5,Department of hell,en,2025-09-18T03:00:38.942Z
Department of Energy Science and Engineering,Sadman Sakib,5,Unique department,en,2024-11-16T13:36:51.116Z
Department of Energy Science and Engineering,Ahbab Faiyaj Haque,5,,,2023-05-13T08:07:23.363Z
Boithok Khana,Md.hasan Rahman,5,,,2025-08-31T12:53:08.287Z
Business Administration Building,MM Habib,5,,,2020-10-15T17:33:54.531Z
Business Administration Building,MD Ujjol Hossen,3,Not bad.,en,2019-11-09T04:12:49.451Z
"Administrative Building, KUET",Md. Abu Hanif,5,very good,en,2024-05-16T13:25:25.620Z
"Administrative Building, KUET",s. nashim,5,,,2021-08-31T10:19:25.365Z
"Administrative Building, KUET",Md. Mostafizur Rahman,5,,,2021-08-25T05:40:24.177Z
"Administrative Building, KUET",Md Monirul Islam Sagor,5,Good Environment,en,2021-01-11T07:39:02.963Z
"Administrative Building, KUET",Shuvra Deb Poddar,4,All types of official work are done here,en,2019-10-15T05:17:43.956Z
"Administrative Building, KUET",Mustahsin Farhan,5,,,2018-09-08T11:30:23.256Z
"Administrative Building, KUET",Emti,5,,,2018-04-01T21:01:01.981Z
"Administrative Building, KUET",Farhan Khan,5,,,2018-03-28T07:57:18.162Z
"Administrative Building, KUET",Biswajit Nandi,5,Good place,en,2017-11-28T13:09:00.345Z
Jeet Tea Stall,Sudipto Basak,5,Best milk tea☕,en,2025-02-11T13:22:01.857Z
Jeet Tea Stall,Sagor Sarkar,4,,,2025-01-01T13:24:12.356Z
Jeet Tea Stall,Sabyasachi Biswas,4,,,2025-01-01T13:21:21.143Z
Jeet Tea Stall,OP GAMING,5,Wow,en,2024-12-31T06:46:05.628Z
Jeet Tea Stall,Sudipto Basak,5,দুধ চা এবং কফি টা অসাধারন👌,bn,2024-12-31T06:42:13.043Z
Jeet Tea Stall,Uttam Kumar,5,Wow,en,2024-12-25T03:15:06.456Z
Lalon Shah Hall New Residential Building,Hayat Mohammad Imran,5,,,2025-10-05T09:24:51.546Z
Lalon Shah Hall New Residential Building,ADU Google_maps,5,,,2025-01-19T03:06:16.471Z
Lalon Shah Hall New Residential Building,xoxo ff,5,,,2025-01-14T17:31:35.192Z
রিয়াজ টি স্টল,MD:Rafiqul Islam Rubayed,5,,,2025-08-01T16:18:10.801Z
রিয়াজ টি স্টল,Shahin Ssr,5,,,2025-01-27T11:21:57.346Z
রিয়াজ টি স্টল,Abul kalam Azad,5,,,2024-12-29T15:49:07.872Z
Department of Physics,Prosenjit Mollick,5,It's my own Subject. Very nice,en,2025-09-06T03:48:54.465Z
Department of Physics,Sagor Pal,5,My department. Really nice.,en,2023-08-28T05:47:15.259Z
Department of Physics,Chad Hardy,5,Some time visiting my college,en,2023-04-06T08:36:45.840Z
Department of Physics,Sabbir Hasan Munna,5,,,2022-12-04T17:54:23.299Z
Department of Physics,Zakia Noor,5,,,2022-04-20T22:39:23.375Z
Department of Physics,Nazmul Alam,5,,,2017-01-25T16:53:51.452Z
Arts Building,Mahdi Hassan,5,"My economics department. Art building needs renovation. The seminar room is movable. I took the economy without understanding in life, suffering and having to suffer.",en,2023-10-05T14:22:00.921Z
Arts Building,Kamrul Hasan Noor,4,This arts building of BL College Khulna. The building needs to renovation,en,2020-02-13T08:16:40.887Z
Arts Building,Ali technical bangla,5,"Nice ,original place",en,2018-12-26T07:49:06.887Z
Arts Building,Nahid Alam Abir,5,Ok,en,2018-02-06T03:18:31.629Z
Arts Building,CLEAN Bangladesh,5,This three-stored building is the heart of college's lifeline...,en,2016-06-18T06:11:09.089Z
Dept. Of Geography and Environment,MD.SHOUMIK FARAZI,5,,,2024-02-17T10:18:07.430Z
Dept. Of Geography and Environment,Ahemed Shamim Ansary,3,"Government BL College, Khulna In the 2013-2014 academic year, geography subjects were opened at the higher secondary level. Following this, honors course was introduced in the 2014-2015 academic year. The number of seats in the honors course is 50. At present 48 students are studying in this department. This department is located on the ground floor of the Academic Cum Examination Center building.

The department has a teacher's room, a classroom and a seminar room. The number of books in the seminar is about 100. There are 4 teacher posts in this department. There are 1 Associate Professor, 1 Assistant Professor and 2 Lecturers. At present, a total of 6 teachers including two associated associate professors are teaching regularly in this department.

(source, department website)",en,2021-01-06T18:37:16.003Z
Dept. Of Geography and Environment,Tamanna Zaman,5,Right place 🙂,en,2019-12-09T19:27:17.394Z
Dept. Of Geography and Environment,sobur st,5,,,2019-11-23T19:29:18.131Z
Dept. Of Geography and Environment,Chandan Basak,5,,,2019-11-23T10:33:51.521Z
Dept. Of Geography and Environment,AMANULLAH SM,5,Lovely place,en,2019-11-23T08:39:58.614Z
Dept. Of Geography and Environment,SM Shaharuzzaman,5,Right this place.,en,2019-11-23T07:46:33.045Z
Dept. Of Geography and Environment,Md. Rabiul Islam,5,Right place,en,2019-11-23T06:55:41.601Z
Dept. Of Geography and Environment,Royhan Islam (Real Lover),5,Nice,en,2019-11-23T06:33:49.318Z
Dept. Of Geography and Environment,Tabassum Meem,5,Right place,en,2019-11-23T04:26:43.087Z
Dept. Of Geography and Environment,Ismail Hossain Sourov,5,right place,en,2019-11-23T04:22:16.176Z
Department of Textile Engineering,Md. Fahim,5,,,2025-10-09T07:29:30.099Z
Department of Textile Engineering,Fuad Ahmed khan,5,,,2022-10-31T12:48:05.287Z
Department of Textile Engineering,Sajidur Rahman,5,,,2022-08-04T16:09:47.412Z
Department of Textile Engineering,Iftekhar Islam,5,,,2022-07-17T08:41:53.271Z
Department of Textile Engineering,Asif Karim Saddam,5,,,2022-01-20T11:50:31.351Z
Department of Textile Engineering,Nazmul Hasan,5,,,2021-11-11T11:51:30.946Z
Department of Textile Engineering,Mustahsin Farhan,5,,,2018-09-08T11:29:07.911Z
Department of Textile Engineering,Biswajit Nandi,5,Only one Higher Education place of textile  at this zones,en,2017-11-28T13:15:55.962Z
Department of Textile Engineering,Mrinmoy Biswas,5,lovely,en,2017-01-15T08:10:56.607Z
Leather Engineering Department,afroja tuli,5,,,2024-11-02T08:39:39.151Z
Leather Engineering Department,adiba sultana,5,,,2024-09-16T10:51:37.233Z
Leather Engineering Department,Rafatul Islam,5,,,2024-02-26T13:41:20.801Z
Leather Engineering Department,Amrito Mohonto,5,Location: Khulna Teligati.,en,2023-03-06T15:42:23.430Z
Leather Engineering Department,Mutasim Muin,1,,,2022-10-12T06:59:39.696Z
Leather Engineering Department,Pial Chakrobatty,5,,,2022-09-27T08:00:00.136Z
Leather Engineering Department,Faysal Ahammed,5,,,2022-09-22T09:35:31.117Z
Leather Engineering Department,Sammo Spandan Arko,1,,,2022-09-06T11:32:19.473Z
Leather Engineering Department,Hanjala Tahmid,5,It is one of the best department in KUET.,en,2022-03-20T06:15:58.357Z
Leather Engineering Department,nahid hasan shuvo,5,,,2020-12-11T16:42:24.774Z
Leather Engineering Department,Souvik Biswas,5,,,2019-11-18T13:45:59.872Z
Leather Engineering Department,Farhan Khan,4,,,2018-03-28T07:58:01.579Z
Leather Engineering Department,Mostofa Monowar (Oishik),5,,,2017-07-13T22:00:19.761Z
Leather Engineering Department,A T M Mahbub Alahe,5,,,2017-06-28T19:58:18.449Z
Department of Electrical & Electronic Engineering,Maruf Maftaul,1,,,2025-11-27T08:47:38.851Z
Department of Electrical & Electronic Engineering,Radwan Arafat,3,,,2025-08-07T04:01:30.809Z
Department of Electrical & Electronic Engineering,Arfan Taaha,2,,,2025-03-22T08:40:05.920Z
Department of Electrical & Electronic Engineering,ADU Google_maps,1,My department 🏢   ❤️,en,2025-01-19T02:52:23.706Z
Department of Electrical & Electronic Engineering,S. M. MARGUB ASHRAF FAHAD,1,Hate it,en,2024-11-30T02:53:55.815Z
Department of Electrical & Electronic Engineering,Irfan Islam,5,🛐💓,en,2024-03-27T20:55:14.984Z
Department of Electrical & Electronic Engineering,MD Maksudul Islam (Sazid),5,,,2023-06-19T11:48:40.400Z
Department of Electrical & Electronic Engineering,Subhrojyoti Mandal,5,,,2023-03-29T09:41:05.220Z
Department of Electrical & Electronic Engineering,Mahadi Hasan,4,,,2023-02-25T06:51:33.476Z
Department of Electrical & Electronic Engineering,Md.Daniel Islam,5,Good,en,2023-02-24T19:15:25.903Z
Department of Electrical & Electronic Engineering,Alif Raihan,5,,,2023-02-16T05:16:53.637Z
Department of Electrical & Electronic Engineering,Nittananda Sarker,5,,,2023-01-23T06:53:00.785Z
Department of Electrical & Electronic Engineering,Musfiqur Rahman,5,,,2023-01-11T16:11:41.122Z
Department of Electrical & Electronic Engineering,Nilachal Goshwami,5,,,2023-01-11T09:44:46.457Z
Department of Electrical & Electronic Engineering,Sakhawat Hossan Saikat,5,,,2023-01-04T12:06:16.216Z
Department of Electrical & Electronic Engineering,Akramul Hossain,5,,,2022-12-18T07:59:25.441Z
Department of Electrical & Electronic Engineering,Arifuzzaman Anik,1,,,2022-12-15T04:30:47.975Z
Department of Electrical & Electronic Engineering,Saniat Bhuiyan,2,,,2022-11-23T05:20:28.885Z
Department of Electrical & Electronic Engineering,Ishraq Hussain,5,,,2022-10-27T14:22:02.966Z
Department of Electrical & Electronic Engineering,Hujjatul Islam Shaoum,5,,,2022-08-23T07:32:12.157Z
Department of Electronics & Communication Engineering,Shafat Alam,1,,,2025-06-22T18:23:30.120Z
Department of Electronics & Communication Engineering,Satyajit Joy,4,Nice,en,2024-03-03T01:36:44.113Z
Department of Electronics & Communication Engineering,Priyotosh Deb,5,,,2023-08-17T03:19:03.022Z
Department of Electronics & Communication Engineering,Tanjila Tabassum,1,,,2022-10-31T11:02:35.556Z
Department of Electronics & Communication Engineering,Somir DebNath,5,,,2022-06-11T03:30:53.499Z
Department of Electronics & Communication Engineering,Blind Notation,5,,,2022-06-09T04:38:10.471Z
Department of Electronics & Communication Engineering,Anthor Kumar Das,5,,,2021-06-27T07:18:54.607Z
Department of Electronics & Communication Engineering,ABDUL JABBAR,5,,,2021-05-24T02:12:38.346Z
Department of Electronics & Communication Engineering,Saif Alvi,5,,,2020-03-12T06:37:44.948Z
Department of Electronics & Communication Engineering,Mustahsin Farhan,5,,,2018-09-08T11:28:51.887Z
Department of Electronics & Communication Engineering,Gazi Md Nasim,5,,,2017-11-25T16:05:03.933Z
Department of Electronics & Communication Engineering,Nuhash Afnan,5,,,2017-11-17T11:40:43.321Z
Department of Electronics & Communication Engineering,MD Tareq Rahman Joy,5,,,2017-07-08T18:41:57.727Z
Department of Electronics & Communication Engineering,Mrinmoy Biswas,4,,,2017-01-15T08:11:24.014Z
KUET Auditorium,Argho Saha,4,,,2025-12-19T15:38:30.008Z
KUET Auditorium,Md. Abu Hanif,5,Good,en,2024-05-16T17:55:15.156Z
KUET Auditorium,Sanjid Hasan,5,"KUET Auditorium is quite a fascinating plave for meeting and conference.Air-conditioned,nicely lit and good sound system makes it very convenient seminar room.Great!It is.",en,2023-10-27T13:34:42.964Z
KUET Auditorium,Dr J C Pandit,3,"Nice building, important place for the students to gather on different events and get rid from monotony",en,2023-09-20T14:28:07.704Z
KUET Auditorium,MD Taimoon Hasan,5,"KUET Auditorium is a state-of-the-art auditorium located on the campus of Khulna University of Engineering & Technology (KUET) in Khulna, Bangladesh. It was inaugurated in 2014 and has a seating capacity of 1,500 people. The auditorium is equipped with the latest sound and lighting systems, and is used for a variety of events, including conferences, seminars, workshops, cultural performances, and graduation ceremonies.

The auditorium is a popular venue for both national and international events. Some of the notable events that have been held at the KUET Auditorium include:

The 10th International Conference on Electrical and Computer Engineering (ICECE) in 2017

The 18th International Conference on Computer and Information Technology (ICCIT) in 2018

The 14th International Conference on Robotics, Automation, and Industrial Informatics (RAII) in 2019

The 2nd International Conference on Sustainable Energy and Smart Grid (SESG) in 2020

The 1st International Conference on Artificial Intelligence and Machine Learning (AIML) in 2021

The KUET Auditorium is a valuable asset to the university and the city of Khulna. It is a place where knowledge is shared, ideas are exchanged, and culture is celebrated.",en,2023-09-17T06:29:28.928Z
KUET Auditorium,Md.Rezaul Karim,5,,,2023-05-07T16:26:02.497Z
KUET Auditorium,ADU Google_maps,5,,,2023-05-02T02:39:57.692Z
KUET Auditorium,Md. Kamrul Islam,5,Nice place,en,2023-02-12T11:22:17.068Z
KUET Auditorium,Faisal Ahmed,5,A beautiful auditorium with a beautiful interior.,en,2023-01-11T04:27:00.640Z
KUET Auditorium,MAKSUDUR RAHMAN,5,,,2022-12-13T15:18:42.652Z
KUET Auditorium,Niloy Roy,5,,,2022-12-13T15:08:59.608Z
KUET Auditorium,Md. Noor Hossain,5,"This is the main point of cultural activities of the University.  Well decorated, good acoustics setup, nice decorations.

So many national and international seminar took place here.
Fresher reception and farewll functions and orientation programme also took place here.

In front of the Auditorium is a nice place for resting and gossip at afternoon",en,2022-11-14T04:36:56.403Z
KUET Auditorium,Md Monirul Islam Sagor,5,best auditorium in city,en,2022-10-21T14:08:22.346Z
KUET Auditorium,Navid Jamil,5,Feels like sitting in a Multiplex.,en,2022-09-22T19:03:24.158Z
KUET Auditorium,Shaim Ahmed,5,,,2022-09-16T09:38:58.647Z
